longitude latitude VSDX file
114.00 22.00 -0.051770 point0_VSDX.nc
113.80 22.00 -0.044071 point1_VSDX.nc
113.80 22.20 -0.024956 point2_VSDX.nc
113.80 22.40 -0.015398 point3_VSDX.nc
113.80 22.60 -0.007522 point4_VSDX.nc
113.60 22.80 -0.002832 point5_VSDX.nc
113.60 22.80 -0.002832 point6_VSDX.nc
113.60 23.00 nan point7_VSDX.nc
113.60 23.00 nan point8_VSDX.nc
