longitude latitude VSDX file
71.20 -67.20 -0.033471 point0_VSDX.nc
76.20 -67.20 -0.043058 point1_VSDX.nc
68.00 -67.20 -0.071405 point2_VSDX.nc
70.40 -66.80 -0.037686 point3_VSDX.nc
73.00 -67.00 -0.022066 point4_VSDX.nc
73.80 -68.40 -0.035702 point5_VSDX.nc
75.60 -66.00 0.010579 point6_VSDX.nc
77.80 -65.40 0.027273 point7_VSDX.nc
77.20 -67.40 -0.062066 point8_VSDX.nc
