longitude latitude VHM0 file
-102.00 -12.80 2.215664 point0_VHM0.nc
-135.00 -5.00 2.221504 point10_VHM0.nc
-127.40 -18.40 2.361239 point1_VHM0.nc
-129.60 -18.40 2.360619 point2_VHM0.nc
-132.40 -18.40 2.376372 point3_VHM0.nc
-133.80 -14.00 2.367434 point4_VHM0.nc
-134.20 -12.00 2.336283 point5_VHM0.nc
-124.60 -9.00 2.281681 point6_VHM0.nc
-120.00 -5.00 2.073540 point7_VHM0.nc
-123.80 -5.00 2.156726 point8_VHM0.nc
-129.20 -5.00 2.205752 point9_VHM0.nc
