longitude latitude VHM0 file
114.00 22.00 0.773717 point0_VHM0.nc
113.80 22.00 0.636460 point1_VHM0.nc
113.80 22.20 0.359558 point2_VHM0.nc
113.80 22.40 0.262124 point3_VHM0.nc
113.80 22.60 0.181150 point4_VHM0.nc
113.60 22.80 0.103540 point5_VHM0.nc
113.60 22.80 0.103540 point6_VHM0.nc
113.60 23.00 nan point7_VHM0.nc
113.60 23.00 nan point8_VHM0.nc
