longitude latitude VHM0 file
71.20 -67.20 2.498760 point0_VHM0.nc
76.20 -67.20 2.290744 point1_VHM0.nc
68.00 -67.20 2.084545 point2_VHM0.nc
70.40 -66.80 2.743884 point3_VHM0.nc
73.00 -67.00 2.579008 point4_VHM0.nc
73.80 -68.40 1.906612 point5_VHM0.nc
75.60 -66.00 2.855372 point6_VHM0.nc
77.80 -65.40 3.006942 point7_VHM0.nc
77.20 -67.40 2.078264 point8_VHM0.nc
