longitude latitude VSDY file
114.00 22.00 -0.000796 point0_VSDY.nc
113.80 22.00 0.000796 point1_VSDY.nc
113.80 22.20 0.001947 point2_VSDY.nc
113.80 22.40 0.003274 point3_VSDY.nc
113.80 22.60 0.004071 point4_VSDY.nc
113.60 22.80 0.002655 point5_VSDY.nc
113.60 22.80 0.002655 point6_VSDY.nc
113.60 23.00 nan point7_VSDY.nc
113.60 23.00 nan point8_VSDY.nc
