longitude latitude VSDY file
71.20 -67.20 0.089917 point0_VSDY.nc
76.20 -67.20 -0.000661 point1_VSDY.nc
68.00 -67.20 0.080661 point2_VSDY.nc
70.40 -66.80 0.078512 point3_VSDY.nc
73.00 -67.00 0.040992 point4_VSDY.nc
73.80 -68.40 0.020826 point5_VSDY.nc
75.60 -66.00 0.004545 point6_VSDY.nc
77.80 -65.40 0.001074 point7_VSDY.nc
77.20 -67.40 -0.004545 point8_VSDY.nc
