longitude latitude vo file
142.25 11.25 0.032350 point0_vo.nc
142.00 11.00 0.022584 point10_vo.nc
142.00 11.75 0.022584 point11_vo.nc
142.58 11.33 0.036012 point12_vo.nc
142.58 11.33 0.036012 point1_vo.nc
142.08 11.83 0.025025 point2_vo.nc
142.17 11.33 0.026856 point3_vo.nc
141.92 11.58 0.018311 point4_vo.nc
142.33 11.00 0.037233 point5_vo.nc
141.00 10.00 0.020142 point6_vo.nc
142.17 11.33 0.026856 point7_vo.nc
141.83 10.92 0.012818 point8_vo.nc
142.25 11.58 0.019532 point9_vo.nc
