Lon,Lat,Sort,uo,vo,VHM0,VMDR,VSDX,VSDY,THETA,SALT,VVEL,UVEL,Pressure,output,train
-168.8,72.84,1,0.019532,0.076907,0.375221,195.679735,0.001239,0.006372,6.075216293,34.90576553,0.014086028,0.006471228,72.93263558,0.730065869,TRUE
118.1403553,38.65466163,1,0.020142,0.040895,0.572743,135.769912,-0.024513,0.014248,21.82883453,36.29412842,0.366693795,-0.067810573,70.93528959,4.050513009,TRUE
119.7889248,38.8495365,1,0.012207,-0.010376,0.695575,183.175044,0.013451,0.035575,21.1175499,36.33510208,0.122580715,0.375150502,81.07029465,0.577147162,TRUE
106.8414374,-6.0331173,1,0.034181,-0.00061,0.072035,247.064779,0.004956,0,20.87197113,35.12633514,-0.016829327,-0.072666012,24.15488867,133.5979844,TRUE
106.8414374,-6.0331173,1,-0.010987,-0.015259,0.106991,223.657522,0.000973,-0.003717,27.69105053,35.42568207,0.00622865,-0.138064325,24.14831236,120.3650195,TRUE
3.3498,79.0361,5,-0.034791,-0.034181,0.870775,158.513178,-0.014031,0.011008,-0.296536267,34.81709671,0.006878272,-0.014582913,4876.851734,21.68643369,TRUE
120.15514,22.3752,2,0.159307,-0.322886,0.782389,171.200088,0.000885,-0.009912,10.4985075,35.28597641,0.00647407,0.031535599,710.8854881,0.47114054,TRUE
120.15514,22.3752,2,0.145268,-0.171514,1.911239,218.31469,0.03885,0.02823,10.36758423,35.20729828,-0.050361302,0.017227914,710.9069111,0.353355405,TRUE
31.44418109,44.98224666,3,0.018921,-0.008545,1.21281,192.069835,0.007851,0.005207,2.067734957,34.5358696,0.011869181,0.010047411,1719.320604,23.9398287,TRUE
159.1205,23.3598,5,-0.136723,0.084841,1.805221,92.999292,-0.076903,0.006372,2.227519989,34.91562271,-0.001102335,0.005500908,5339.409562,2.16315813,TRUE
139.54483,35.29118,1,-0.07870122,0.01230518,0.664425,160.244336,0.005221,0.016637,18.57443047,35.98498917,-0.082403451,-0.02167747,58.51832299,179.0708609,TRUE
139.54483,35.29118,1,-0.06423541,-0.009491235,0.515487,166.04708,0.002478,-0.004071,18.4070816,35.91891098,-0.082456492,0.024624171,60.03269117,263.5180366,TRUE
120.86949,33.24288745,1,-0.007935,-0.007935,0.40681526,155.3191821,-0.00087781,-0.01016907,20.07663345,36.33689499,-0.066320062,-0.042994615,74.12604167,2.188447809,TRUE
-130.547,89.078,3,0.054323,-0.012207,0.71639501,212.7129285,0.00756129,0.00501547,-0.152410239,34.90517044,-0.0215715,0.014036749,1326.073711,12.35612745,TRUE
113.5824965,22.22160591,1,0.056764,0.020753,0.40595,176.867686,-0.00124,0.026612,27.74385643,36.29564667,0.006436307,0.031656053,77.36418114,2.461047691,TRUE
113.3742,22.2328,1,0.02585512,0.00549346,0.51560192,178.2796702,0.00321921,0.00727903,27.64850998,36.59609604,0.056506231,-0.055501122,82.29956598,7.182387671,TRUE
33.06930577,28.58888775,1,-0.029298,0.040284,0.48354,334.582671,0.02472,-0.050373,22.36318016,34.64437866,-0.08308351,-0.026114106,114.0084244,3.813499159,TRUE
32.46315299,31.29302146,1,0.042116,-0.041505,0.337019,244.607205,-0.001863,-0.023851,24.80534172,34.33742905,0.057037152,-0.041928764,79.57904919,5.522997561,TRUE
73.77685397,15.44356372,1,0.036622,-0.064089,0.62405,254.756942,0.023388,-0.010992,27.91935158,33.34379959,0.02515791,0.33248812,27.30191826,43.04752223,TRUE
73.77685397,15.44356372,1,0.017701,-0.025636,1.760579,255.351405,0.064959,0.008182,29.33993149,33.07259369,0.045458883,0.182307109,27.33033537,64.61103583,TRUE
74.2537,11.59755,2,-0.173345,0.179449,0.956568,242.622604,0.007574,-0.018402,12.91043949,34.72558975,-0.124146238,-0.078661218,195.7464796,2.013184188,TRUE
93.7543,7.5993,2,-0.340587,0.055544,0.804852,105.10568,-0.044201,-0.023787,13.53238869,34.86085129,-0.012058222,-0.067222431,218.1221033,0.241544361,TRUE
14.1737244,67.8656478,1,-0.01587,0.125126,0.825207,246.119835,-0.027603,0.026116,2.359799147,31.18363953,0.092918716,-0.112293638,100.6210453,9.208500773,TRUE
18.7066398,42.4349809,1,0.0489577,0.03498045,0.781157,183.470909,-0.005868,0.033388,14.36520577,33.01249313,-0.120003082,0.011081242,101.6989388,7.173114724,TRUE
153.4799,45.5087,6,-0.441908,0.036012,1.546894,155.154161,0.000621,0.011988,3.732966423,34.98374558,-0.031390522,-0.009839838,7739.543227,0.945051009,TRUE
120.13335,36.07757,1,-0.002441,-0.004883,0.41716548,155.6602786,-0.00078043,-0.00404289,27.42310143,36.05505371,-0.158502489,-0.024625244,69.14470387,0.165798423,TRUE
117.425968,38.591393,1,0.00211798,0.00990027,0.51435932,152.1408299,-0.00099795,-0.0020587,22.4739151,35.97106552,0.082072638,0.018101903,58.76784104,2.270249614,TRUE
100.8452878,11.71041809,1,-0.068361,-0.025025,0.511775,98.968994,-0.017396,-0.026746,26.55128098,35.75917053,-0.205004767,0.011120951,68.58796164,1.328616323,TRUE
120.9967228,30.3730586,1,-0.005493,-0.014649,0.215785,70.800992,-0.00719,-0.011157,26.56023598,36.25019074,0.044795796,-0.002761881,72.13938419,0.744696516,TRUE
119.4156183,37.40224971,1,0.006104,-0.006104,0.288678,76.650826,-0.017521,-0.005868,26.69631386,36.08080292,-0.00576387,-0.033354837,67.04832926,4.077721375,TRUE
122.513113,37.093671,1,-0.004883,-0.112918,0.841157,84.941818,-0.018182,-0.04,22.85419846,36.19200134,-0.381459832,-0.263338894,66.58668418,15.67299066,TRUE
122.513113,37.093671,1,0.001831,-0.129398,0.578017,147.132893,0.005124,-0.007107,18.86943817,36.2787056,-0.167443022,-0.147817612,66.56588207,14.76628069,TRUE
122.513113,37.093671,1,0.012818,0.039674,0.491322,173.21,0.005124,0.032397,21.42503166,36.14125824,0.010916139,0.022931382,66.56506052,12.56434648,TRUE
122.513113,37.093671,1,-0.004883,-0.081179,0.356777,141.289669,0.000496,0.003636,25.41751289,36.05405045,-0.094072051,-0.175511554,66.55796134,16.06159326,TRUE
-3.1,79.9,4,-0.020753,-0.084231,0.54690266,208.3223961,0.00287982,-0.00317507,-0.401243657,34.82812882,-0.000067113,-0.000119247,2416.091532,11.25962343,TRUE
-9.179087905,53.19506391,1,0.005493,-0.00061,0.598182,262.432397,0.027769,0.006612,6.094449043,33.1015892,0.006691021,0.041480821,19.15042889,0.363098546,TRUE
52.38348553,36.74556939,1,0.01979438,-0.01151755,0.287355,293.45281,0.00157,-0.009421,14.35724735,33.30470657,0.07838355,-0.031791519,69.14840576,0.07460929,TRUE
51.54587962,36.77170736,2,0.01632129,-0.0008606,0.505289,262.922397,0.009917,-0.020083,7.870435238,34.06339264,-0.034764536,0.032459572,405.0889643,0.535197308,TRUE
52.42872686,36.72774725,1,0.04350715,-0.00364393,0.455702,289.895207,0.02157,-0.015124,13.74176121,33.1244812,-0.021290272,0.083599985,112.9668536,1.85940881,TRUE
121.0784646,30.34160254,1,-0.013428,-0.021363,0.164298,73.392066,-0.009835,-0.000661,26.3779316,36.19641113,0.097111233,-0.145400301,67.63356258,1.903077547,TRUE
60.36038,25.21233,1,-0.146489,0.030519,0.725289,168.765372,0.001818,0.019917,18.21491242,33.69829559,-0.074209735,0.045870692,92.05555218,5.051241416,TRUE
60.2917,25.2517,1,-0.146489,0.030519,0.710992,166.031157,-0.000165,0.019504,22.22036362,34.00119782,-0.052452326,-0.075960949,39.3914451,2.314477904,TRUE
50.77925096,36.96955965,1,-0.00375374,0.00346076,0.55719,47.745702,-0.013058,-0.016198,13.42072201,33.18739319,-0.003950121,0.034148734,130.7941992,2.885637389,TRUE
106.19,-5.97,1,-0.002826,-0.00466919,0.039835,167.327438,-0.000083,-0.000165,26.62420273,35.5618782,0.128379688,-0.187101543,10.82368632,3.144863106,TRUE
120.1629,36.07393,1,0.002441,-0.014039,0.41104165,155.4312191,0.00072552,-0.00314657,23.35345268,36.19496536,0.059839353,-0.217687398,58.94636267,0.099479054,TRUE
123,28.83,1,0.091556,0.09949,1.438264,60.859421,-0.040744,-0.053967,21.21006203,36.53562164,-0.075593151,-0.045992732,149.763749,0.706301281,TRUE
123.95,35,1,-0.063478,-0.011597,0.903636,205.296281,0.017355,-0.042231,18.87975311,36.2666359,0.020434346,-0.010623385,146.1972713,0.770962666,TRUE
121.4850271,37.48884467,1,0.004883,0.021363,0.49384353,154.6448404,-0.00056482,-0.00022342,21.59028816,36.27232361,-0.117062353,-0.475723714,66.20247102,4.414822432,TRUE
-3.738298942,36.59969889,1,0.310068,-0.047609,0.469008,209.423719,0.019008,0.009752,16.53341866,34.24482727,-0.06968727,0.334587634,131.742281,1.333327729,TRUE
11.87437743,41.99247638,1,0.017701,-0.029908,0.273471,218.879008,0.007603,0.006198,10.41872692,33.34506607,0.001663378,0.019800143,110.9120942,3.212942914,TRUE
-168.9819884,66.9161251,1,0.16541,0.34608,1.007521,180.658512,0.00438,0.031983,7.458730221,34.62284088,0.022569703,-0.100832038,93.91887523,0.151729242,TRUE
4.5613,53.1108,1,0.004273,0.041505,0.696746,174.210414,0.001183,-0.011124,11.67235565,32.98540497,0.014589218,-0.054412693,50.48366314,2.076339838,TRUE
122.7558162,38.38593466,1,-0.004273,0.012818,0.753554,155.925785,0.005041,-0.019421,24.72118568,36.18862915,-0.109771036,-0.099954188,118.0119006,0.327737138,TRUE
119.6467401,38.58313972,1,0.056764,0.007324,0.485155,113.063665,-0.020248,0.012671,24.4740181,36.15566635,-0.200620711,0.097193651,84.38324854,1.517661465,TRUE
122.9150391,38.2899366,1,0.036012,0.007324,0.77764,149.184037,-0.014534,0.007702,19.34647179,36.20241547,0.276930183,0.093307152,114.3331653,1.091868202,TRUE
123.6181641,34.68742795,1,0.113529,0.06531,1.167702,166.463106,-0.011056,0.031863,21.10979843,36.32556534,-0.005141635,0.169123918,141.400572,0.636039729,TRUE
120.9970648,33.00871302,1,-0.012207,0.102542,0.740496,93.656116,-0.024298,-0.020992,27.51324654,36.11790085,-0.131262362,-0.188259944,63.41689479,30.38856484,TRUE
118.04713,24.42427,1,0.003662,-0.001831,0.276777,133.906694,-0.00686,0.001405,24.62548256,36.58323288,-0.162595287,-0.068035349,96.67575547,27.08193121,TRUE
-2.48565674,47.43551915,1,-0.019532,0.018921,0.55371807,210.0927578,0.00161027,-0.00273676,11.78941059,33.10183334,-0.021135492,0.039713178,72.79727127,6.290392157,TRUE
-2.04071045,47.025206,1,0.0065919,0.00037849,0.458512,236.580992,-0.000248,-0.00686,11.92454338,33.12404251,-0.03342174,0.035105962,76.55772341,6.964362745,TRUE
-1.21398926,46.26154381,1,-0.006104,0.003052,0.556281,248.450992,-0.002975,-0.009835,12.34094143,33.15395355,-0.052962817,0.07871256,67.66301181,5.391764706,TRUE
119.9157447,38.75014311,1,-0.009766,0.026856,0.548182,140.322562,-0.014876,-0.01876,27.16845322,36.07829666,0.0932201,0.424564749,81.55582502,1.201643948,TRUE
115.9704503,-8.8179514,1,0.02167424,0.00780673,0.949587,206.802975,0.010579,0.007851,21.07780075,35.11064911,0.18823123,-0.042743146,54.50140995,0.759543792,TRUE
121.4911251,29.51310747,2,-0.01481979,-0.00487081,0.34316974,151.1442786,-0.00141227,-0.00361745,20.27012825,36.40302658,-0.007889534,-0.022269476,232.4294253,195.3391422,TRUE
10.25556825,37.02094535,1,0.006714,0.007935,0.44686,156.297355,-0.000331,-0.008347,15.88175201,33.70559692,-0.116725124,0.046632286,100.3108985,63.04753386,TRUE
114.1950282,22.29738044,1,0.295419,0.014649,0.708509,156.815342,-0.007081,0.03087,27.75751686,36.65642548,0.096187629,-0.13167496,83.42181368,2.135182961,TRUE
114.1950282,22.29738044,1,-0.170293,0.002441,0.685041,102.364959,-0.050413,-0.000496,28.68080521,36.47676849,-0.204424292,0.06499479,83.41511586,3.875466053,TRUE
114.1950282,22.29738044,1,-0.110477,0.013428,0.700496,98.762231,-0.042562,-0.010992,25.50200272,36.59777069,0.136186421,0.088069975,83.41399956,1.432770072,TRUE
56.27421553,27.14794994,1,0.08301,0.012818,0.689256045,202.9529509,0.00522903,0.00599576,18.5663662,33.96966553,-0.032982104,-0.027484939,44.57347396,0.25933229,TRUE
164.02798,74.46617,1,0.009156,-0.006714,0.83283559,148.0426866,-0.01511741,0.00079566,-0.300273895,33.56386185,0.019201601,-0.031817976,92.96642968,4197.410599,TRUE
106.7264787,-6.072630592,1,0.025636,-0.002441,0.204379,262.163491,0.007278,-0.008107,23.36958885,35.44514084,-0.006630939,-0.113336794,11.49918227,126.863124,TRUE
-3.05,58.9,1,0.01245147,0.00991249,0.964142,264.557337,0.017456,0.013669,1.888085842,33.35330582,-0.037292562,-0.065754518,43.27846745,12.81018648,TRUE
