Lon,Lat,Sort,uo,vo,VHM0,VMDR,VSDX,VSDY,THETA,SALT,VVEL,UVEL,Pressure,output,train
71.282,-67.206,2,-0.052492,0.01709,2.49876,212.313471,-0.033471,0.089917,-2.277742624,34.90091324,0.032994084,-0.008630007,483.0000801,81.5935123,TRUE
76.18,-67.236,2,-0.01648,-0.021363,2.290744,241.479174,-0.043058,-0.000661,-1.221574664,34.6787529,0.002696348,0.005201568,303.2825539,70.36248901,TRUE
67.995,-67.2507,2,-0.036012,0.006104,2.084545,213.026777,-0.071405,0.080661,-1.332966924,34.70847702,0.00882721,-0.007620078,156.1454428,47.8498845,TRUE
70.4837,-66.8611,2,0.023804,0.004883,2.743884,236.425868,-0.037686,0.078512,-1.359404683,34.74979782,0.031559814,-0.086037785,354.631674,55.70475565,TRUE
73.0444,-66.9765,2,-0.020142,-0.001831,2.579008,235.069421,-0.022066,0.040992,-1.141568184,34.69413757,-0.027331142,0.002254787,482.992704,38.07041686,TRUE
73.838,-68.391,2,-0.053102,0.009766,1.906612,153.261405,-0.035702,0.020826,-2.130254745,34.86700058,0.011746628,-0.026554896,642.3647543,146.8969175,TRUE
75.676,-65.992,2,-0.070193,0.051271,2.855372,239.018099,0.010579,0.004545,-0.908291161,34.686203,-0.003596328,-0.027968224,3042.037107,28.01077806,TRUE
77.821,-65.479,2,-0.003662,-0.006714,3.006942,250.931322,0.027273,0.001074,-0.877451658,34.68505096,-0.0086828,-0.023990422,3333.016646,34.71589571,TRUE
77.184,-67.438,2,0.002441,-0.023804,2.078264,211.226529,-0.062066,-0.004545,-1.316000938,34.67705536,-0.011265776,0.003321267,303.2865932,31.32885055,TRUE
-11.8432,-20.1956,4,-0.076907,0.010987,2.413097,139.421416,-0.092566,0.032478,2.685459375,34.91200256,0.003647374,0.002546057,2521.811593,36.0590956,TRUE
-14.3797,-14.0478,4,-0.166631,-0.01587,2.342743,141.824867,-0.096991,0.040442,2.961229086,34.918293,0.000507031,-0.002394096,2302.280847,200.6015705,TRUE
-14.3788,-14.0593,4,-0.166631,-0.01587,2.342743,141.824867,-0.096991,0.040442,2.961229086,34.918293,0.000507031,-0.002394096,2302.282009,11.46259,TRUE
-14.3657,-14.035,4,-0.155644,-0.031129,2.342743,141.824867,-0.096991,0.040442,3.278773308,34.93336868,-0.009071856,-0.019824766,2106.969628,101.0470371,TRUE
-14.3631,-14.0368,4,-0.155644,-0.031129,2.342743,141.824867,-0.096991,0.040442,3.627209425,34.95051956,-0.001565448,-0.021041496,1934.469719,124.333331,TRUE
-14.3629,-14.0368,4,-0.155644,-0.031129,2.342743,141.824867,-0.096991,0.040442,3.627209425,34.95051956,-0.001565448,-0.021041496,1934.469719,187.6560086,TRUE
-14.3783,-14.0589,4,-0.166631,-0.01587,2.342743,141.824867,-0.096991,0.040442,2.961229086,34.918293,-0.008286409,-0.01726714,2302.281969,93.58634106,TRUE
-14.4032,-13.2962,4,-0.107425,-0.043947,2.331239,142.213009,-0.096903,0.042124,2.961854458,34.91946793,-0.000169801,0.000565078,2302.206808,29.72217394,TRUE
-13.8402,-26.0166,4,0.040895,0.018311,2.36,157.877876,-0.062478,0.026814,2.512055397,34.89601517,-0.00271386,0.001001389,2522.798792,72.4792611,TRUE
-13.8537,-26.0189,4,0.040895,0.018311,2.36,157.877876,-0.062478,0.026814,2.512055397,34.89601517,-0.00271386,0.001001389,2522.799219,28.30247856,TRUE
-13.4717,-27.1622,4,-0.057985,0.007935,2.359558,171.444602,-0.044779,0.024602,2.384873867,34.88674927,0.003459623,0.00026138,2765.550559,109.6833521,TRUE
-13.3144,-24.5458,4,-0.106815,-0.007935,2.391239,149.285398,-0.074779,0.030442,2.422497272,34.89809418,0.002872262,0.014175073,2765.020263,62.13681606,TRUE
-13.3036,-24.1391,4,-0.100101,-0.04944,2.407345,147.334071,-0.078053,0.030177,2.377889156,34.89607239,-0.002055121,0.00611576,3031.161253,36.2520862,TRUE
-14.1764,-17.2692,4,-0.159917,0.007935,2.360885,140.783009,-0.092478,0.036726,2.549282312,34.90309906,-0.003022817,-0.000448249,2763.77116,63.13605591,TRUE
-32.7842,-5.3904,4,-0.249641,0.021363,2.256637,140.66469,-0.070885,0.078761,2.329255581,34.90062714,0.015594542,-0.043218028,3318.384382,48.42767296,TRUE
-13.6639,-14.2592,4,-0.155644,-0.036012,2.350708,141.871947,-0.095841,0.040708,2.932506561,34.91663742,0.007916032,-0.002581013,2302.302348,16.66406798,TRUE
-13.3484,-15.1492,4,-0.120243,0.036622,2.340796,141.908496,-0.095752,0.039027,3.459628582,34.93149185,-0.016801061,-0.001586852,1934.567314,61.44183506,TRUE
-14.3007,-14.0914,4,-0.159917,-0.025636,2.342743,141.824867,-0.096991,0.040442,2.961229086,34.918293,0.000196589,-0.003229681,2302.285258,97.56278211,TRUE
-13.3569,-25.2682,4,-0.095828,0.095828,2.37115,152.440265,-0.071062,0.028319,2.449009418,34.89362335,0.001407788,-0.027677966,2765.162805,20.54702428,TRUE
-13.4353,-23.2663,4,-0.122684,-0.027467,2.407345,144.760973,-0.081947,0.027168,2.652181387,34.91294861,0.015351106,0.002476182,2522.308328,81.67312999,TRUE
-11.8082,-20.326,4,-0.111698,-0.009766,2.423717,139.191681,-0.09354,0.032389,2.712302208,34.91453934,0.004866254,-0.000743559,2521.831524,31.49014849,TRUE
-11.9775,-19.5736,4,-0.069582,-0.025025,2.394867,140.358407,-0.092301,0.034336,2.54117465,34.90551758,0.007035085,0.00099687,2764.127666,143.1004394,TRUE
-11.9962,-19.4228,4,-0.137944,-0.04944,2.396991,140.39,-0.092212,0.035664,2.663737059,34.91069031,0.009178751,0.006540353,2521.69568,67.69770408,TRUE
-11.9682,-19.3992,4,-0.137944,-0.04944,2.396991,140.39,-0.092212,0.035664,2.663737059,34.91069031,0.009178751,0.006540353,2521.6922,506.7801575,TRUE
-11.9256,-19.4102,4,-0.125736,-0.028687,2.396991,140.39,-0.092212,0.035664,2.663737059,34.91069031,0.009178751,0.006540353,2521.693822,104.005598,TRUE
-11.9804,-19.4977,4,-0.09949,-0.037233,2.396991,140.39,-0.092212,0.035664,2.663737059,34.91069031,0.003995472,0.002057297,2521.706748,19.39595502,TRUE
-11.9328,-19.3417,4,-0.16541,-0.038453,2.396991,140.39,-0.092212,0.035664,2.663737059,34.91069031,0.009178751,0.006540353,2521.683737,60.17112045,TRUE
-13.6639,-14.2592,4,-0.155644,-0.036012,2.350708,141.871947,-0.095841,0.040708,2.932506561,34.91663742,0.007916032,-0.002581013,2302.302348,165.1736844,TRUE
-13.4004,-13.2566,4,-0.146489,-0.011597,2.293894,143.996195,-0.093009,0.042212,3.024276733,34.92159653,-0.006715805,-0.021329751,2302.203011,51.82871286,TRUE
-13.8752,-12.1291,4,-0.103153,-0.068361,2.269027,145.225487,-0.091681,0.046903,2.495056152,34.90009689,0.002358851,-0.031582847,2763.121103,21.88331183,TRUE
110.400825,16.69425611,3,-0.221322,0.11787,0.848496,127.260265,-0.017965,0.030354,4.386887074,34.96799088,0.005004714,-0.001357079,1409.070116,25.64605433,TRUE
122.499783,34.998167,3,-0.165312,-0.147033,1.087876,158.402035,-0.011858,0.042743,20.56219292,36.24126816,-0.013025405,-0.124568291,120.6926146,44.88824,TRUE
110.4732194,16.72820056,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1448.378514,5.6,TRUE
110.4726536,16.72831417,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1444.346604,20.66520833,TRUE
110.4056617,16.69808361,3,0.144642,0.132077,0.848496,127.260265,-0.017965,0.030354,4.222982883,34.96746445,0.006582087,-0.013191361,1411.079552,30.2,TRUE
110.2464175,16.44060417,3,-0.09492,-0.095811,0.846814,126.19292,-0.01885,0.030973,4.623334885,34.97678757,0.006871559,-0.006847641,1254.685617,12.7,TRUE
110.4726536,16.72831417,3,-0.063154,0.076693,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1444.352775,16.86520833,TRUE
110.4732194,16.72820056,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1448.378514,5.5,TRUE
110.4725156,16.72836944,3,0.073325,0.007433,0.855929,126.972478,-0.018761,0.030442,4.222982883,34.96746445,0.006582087,-0.013191361,1442.333462,76.48746057,TRUE
110.4725156,16.72836944,3,0.073325,0.007433,0.855929,126.972478,-0.018761,0.030442,4.222982883,34.96746445,0.006582087,-0.013191361,1442.333462,14.10861183,TRUE
110.2464175,16.44060417,3,-0.09492,-0.095811,0.846814,126.19292,-0.01885,0.030973,4.623334885,34.97678757,0.006871559,-0.006847641,1254.685617,76.13179856,TRUE
110.4731622,16.72920083,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1445.354581,14.97601246,TRUE
110.4745556,16.90097583,3,0.025274,0.067243,0.869381,128.42885,-0.020354,0.031327,4.240043163,34.96700287,0.005870115,0.005796414,1492.80736,66.42873684,TRUE
110.4725156,16.72836944,3,0.073325,0.007433,0.855929,126.972478,-0.018761,0.030442,4.222982883,34.96746445,0.006582087,-0.013191361,1442.333462,26.43472367,TRUE
110.4000783,16.69406167,3,0.144642,0.132077,0.848496,127.260265,-0.017965,0.030354,4.375497341,34.96793366,0.006429682,-0.010575101,1407.047642,4.3,TRUE
110.4740908,16.72911667,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1454.426379,4.6,TRUE
110.4000783,16.69406167,3,0.144642,0.132077,0.848496,127.260265,-0.017965,0.030354,4.375497341,34.96793366,0.006429682,-0.010575101,1407.047642,32.02162162,TRUE
110.4010044,16.69436111,3,-0.221322,0.11787,0.848496,127.260265,-0.017965,0.030354,4.386887074,34.96799088,0.005004714,-0.001357079,1408.062139,5.5,TRUE
110.4217533,16.708845,3,-0.116026,0.000166,0.855929,126.972478,-0.018761,0.030442,4.229016304,34.96749115,0.002960994,-0.002414418,1423.18309,103.9710495,TRUE
110.4732194,16.72820056,3,0.115725,-0.013089,0.855929,126.972478,-0.018761,0.030442,4.226211071,34.96747971,0.004297954,-0.006376987,1448.378514,125.4225857,TRUE
110.4010044,16.69436111,3,-0.221322,0.11787,0.848496,127.260265,-0.017965,0.030354,4.386887074,34.96799088,0.005004714,-0.001357079,1408.062139,131.5146552,TRUE
110.5878147,17.13051389,3,0.081907,0.075746,0.898407,129.083186,-0.020354,0.032566,4.173415661,34.9668045,0.007424599,-0.000284918,1584.527496,13.03177083,TRUE
119.2847528,22.11495833,3,0.346179,0.417188,1.11823,163.427965,-0.028584,0.038673,5.742839336,35.12108994,-0.006833187,-0.022099728,1238.614357,43.27170455,TRUE
-101.9322,-12.7004,5,-0.038453,-0.005493,2.215664,151.483982,-0.088761,0.034779,1.432201862,34.67874146,-0.000796902,0.000450101,4332.480247,88.64362765,TRUE
-127.3454,-18.4644,5,-0.062258,-0.090335,2.361239,143.89177,-0.077788,0.029646,1.308460116,34.68278122,0.009451834,0.004647906,3971.715848,25.81733653,TRUE
-129.5237,-18.4895,5,-0.076907,0.035401,2.360619,139.53531,-0.080177,0.023274,1.267317653,34.68516922,0.000768452,-0.000267356,3971.721475,19.59025286,TRUE
-132.341,-18.4482,5,-0.058596,-0.025025,2.376372,131.911593,-0.086903,0.015221,1.25105226,34.68607712,0.001141624,0.008267882,4333.689498,87.06879526,TRUE
-133.7359,-13.9908,5,-0.09949,-0.024415,2.367434,119.096018,-0.101416,0.020885,1.234150648,34.68696594,-0.004680744,-0.002081956,4332.71632,136.5190507,TRUE
-134.2869,-11.9486,5,-0.174566,-0.068972,2.336283,117.454425,-0.100885,0.024513,1.229203463,34.68730545,0.001726392,0.003936847,3970.488949,258.4060464,TRUE
-124.554,-9.0022,5,-0.176397,-0.044557,2.281681,135.356991,-0.091327,0.043451,1.207805872,34.68796539,-0.002340109,0.015974956,3970.096567,39.72282752,TRUE
-120.0047,-5.0063,5,-0.287484,-0.101321,2.07354,148.935044,-0.077965,0.052301,1.14005816,34.69133377,0.003712248,0.001515653,4331.530193,95.18884548,TRUE
-123.7195,-5.0001,5,-0.260018,-0.018311,2.156726,141.114248,-0.087611,0.05,1.131596684,34.69141388,0.066968992,-0.02832274,4331.529754,29.05733722,TRUE
-129.1508,-5.0345,5,-0.307016,-0.060427,2.205752,132.206903,-0.092832,0.049735,1.118910193,34.6923027,-0.002260315,0.00232538,4717.55287,77.93740653,TRUE
-135.042,-5.0088,5,-0.232551,0.002441,2.221504,120.613982,-0.097699,0.037699,1.119203806,34.69185638,-0.00026387,0.000213797,4331.53037,75.04293795,TRUE
142.229,11.247,6,-0.240486,0.03235,1.630331,53.164711,-0.053058,-0.015868,1.111726403,34.68948746,0.004315672,-0.025257427,6023.289632,15.4613672,TRUE
142.59138,11.36917,6,-0.229499,0.036012,1.634711,53.830165,-0.053802,-0.015124,1.11075139,34.68958282,-0.000720756,-0.01567011,6023.316439,8.823529412,TRUE
142.117,11.801,6,-0.173956,0.025025,1.663967,53.290909,-0.055372,-0.017686,1.479876518,34.66047668,-0.000509028,-0.026463285,2763.086778,433.4280248,TRUE
142.189,11.325,6,-0.235603,0.026856,1.639835,53.251488,-0.05405,-0.016281,1.111029148,34.68955994,0.000544328,-0.02287866,6023.306715,41.5443306,TRUE
141.879,11.582,6,-0.202033,0.018311,1.661736,52.828182,-0.055041,-0.017355,1.110977054,34.68952942,0.000331602,-0.002875693,5563.776873,121.9674667,TRUE
142.304,11.039,6,-0.249641,0.037233,1.621405,53.34405,-0.051818,-0.014959,1.111486197,34.68951797,0.010343846,-0.026225148,6023.244624,73.07002054,TRUE
141.016075,10.016494,6,-0.223395,0.020142,1.574711,50.439174,-0.047355,-0.014298,1.261952519,34.67651367,0.003331164,-0.005478527,3632.492231,14.19438613,TRUE
142.194,11.327,6,-0.235603,0.026856,1.639835,53.251488,-0.05405,-0.016281,1.111029148,34.68955994,0.000544328,-0.02287866,6023.307155,147.4701246,TRUE
141.799,10.924,6,-0.256355,0.012818,1.625289,52.235455,-0.051653,-0.016446,1.11572814,34.68904114,-0.002031733,-0.010724734,5128.710045,54.72827134,TRUE
142.228,11.602,6,-0.207526,0.019532,1.651488,53.307934,-0.05438,-0.016777,1.111024618,34.68953705,0.00131358,-0.001698161,5563.781014,74.43365891,TRUE
141.994,10.994,6,-0.253914,0.022584,1.62438,52.555868,-0.051901,-0.016116,1.11572814,34.68904114,-0.002031733,-0.010724734,5128.722689,100.372158,TRUE
141.976,11.764,6,-0.18067,0.022584,1.670331,52.991983,-0.055455,-0.017769,1.345338941,34.66903687,-0.000128808,-0.006801194,3318.966926,23.23713351,TRUE
142.5831,11.3694,6,-0.229499,0.036012,1.634711,53.830165,-0.053802,-0.015124,1.11075139,34.68958282,-0.000720756,-0.01567011,6023.31649,165.8978631,TRUE
49.259193,-37.945818,4,-0.021057,0.071936,2.46823,219.551239,0.020973,0.006018,3.798121214,34.49526596,-0.072752126,-0.022702245,1424.9011,18.01182353,TRUE
49.272435,-37.92514333,4,-0.021057,0.071936,2.46823,219.551239,0.020973,0.006018,2.641367912,34.65293121,-0.031930342,-0.059115596,1937.763113,9.65455,TRUE
51.49998167,-37.43034,4,0.168349,0.071494,2.35531,209.837522,0.008053,0.013186,2.046878099,34.73317719,0.000793347,0.00036589,2525.1888,51.75408,TRUE
51.71004876,-37.41927923,4,0.29977,0.238108,2.343805,208.010442,0.007611,0.015398,2.108026505,34.73176193,-0.000939139,0.044681001,2525.186281,6.29375,TRUE
51.69594658,-37.43611469,4,0.227085,0.207967,2.348938,209.042035,0.007699,0.013982,2.547363281,34.66883087,-0.013066282,0.028814496,2110.466549,13.08214286,TRUE
134.6808417,16.81017833,5,0.124516,-0.151982,2.465575,220.752124,0.087965,0.059204,1.2485182,34.678242,-0.007445141,-0.000464844,5130.033494,16.46562667,TRUE
135.1745283,16.550005,5,0.030519,-0.184332,2.490619,226.454602,0.09,0.066637,1.2646928,34.676605,-0.043765463,-0.005617265,3633.484944,45.93146384,TRUE
134.2909433,13.26654333,5,-0.166021,0.014649,2.334867,250.793363,0.108142,0.054602,1.3860011,34.666504,-0.004267298,-0.003420397,3029.301422,40.31632038,TRUE
129.0036133,20.030195,5,0.34608,0.109867,1.831327,126.235398,0.033186,-0.016018,1.2428818,34.678745,0.010709085,0.004641126,5566.098546,10.93914813,TRUE
10.2295,57.1827,4,0.03535866,-0.00293572,0.49597701,224.6425812,0.00450568,-0.00022427,3.257941723,32.65116501,0.004402888,-0.006702441,2217.513682,17.5330538,TRUE
-168.8,72.84,1,0.043947,0.0824,0.61940617,190.6301825,-0.00243907,0.00865509,6.785074234,34.73551178,0.135517865,0.090935707,72.90985016,0.396578991,TRUE
-168.8,72.84,1,-0.001831,0.040895,0.594248,138.110885,-0.014867,-0.035044,6.175598621,34.78954315,0.053083807,-0.01877778,72.93736811,0.279407925,TRUE
