longitude latitude uo file
142.25 11.25 -0.240486 point0_uo.nc
142.00 11.00 -0.253914 point10_uo.nc
142.00 11.75 -0.180670 point11_uo.nc
142.58 11.33 -0.229499 point12_uo.nc
142.58 11.33 -0.229499 point1_uo.nc
142.08 11.83 -0.173956 point2_uo.nc
142.17 11.33 -0.235603 point3_uo.nc
141.92 11.58 -0.202033 point4_uo.nc
142.33 11.00 -0.249641 point5_uo.nc
141.00 10.00 -0.223395 point6_uo.nc
142.17 11.33 -0.235603 point7_uo.nc
141.83 10.92 -0.256355 point8_uo.nc
142.25 11.58 -0.207526 point9_uo.nc
