longitude latitude uo file
-101.92 -12.67 -0.038453 point0_uo.nc
-135.08 -5.00 -0.232551 point10_uo.nc
-127.33 -18.50 -0.062258 point1_uo.nc
-129.50 -18.50 -0.076907 point2_uo.nc
-132.33 -18.42 -0.058596 point3_uo.nc
-133.75 -14.00 -0.099490 point4_uo.nc
-134.25 -11.92 -0.174566 point5_uo.nc
-124.58 -9.00 -0.176397 point6_uo.nc
-120.00 -5.00 -0.287484 point7_uo.nc
-123.75 -5.00 -0.260018 point8_uo.nc
-129.17 -5.00 -0.307016 point9_uo.nc
