longitude latitude VMDR file
-102.00 -12.80 151.483982 point0_VMDR.nc
-135.00 -5.00 120.613982 point10_VMDR.nc
-127.40 -18.40 143.891770 point1_VMDR.nc
-129.60 -18.40 139.535310 point2_VMDR.nc
-132.40 -18.40 131.911593 point3_VMDR.nc
-133.80 -14.00 119.096018 point4_VMDR.nc
-134.20 -12.00 117.454425 point5_VMDR.nc
-124.60 -9.00 135.356991 point6_VMDR.nc
-120.00 -5.00 148.935044 point7_VMDR.nc
-123.80 -5.00 141.114248 point8_VMDR.nc
-129.20 -5.00 132.206903 point9_VMDR.nc
