longitude latitude VMDR file
71.20 -67.20 212.313471 point0_VMDR.nc
76.20 -67.20 241.479174 point1_VMDR.nc
68.00 -67.20 213.026777 point2_VMDR.nc
70.40 -66.80 236.425868 point3_VMDR.nc
73.00 -67.00 235.069421 point4_VMDR.nc
73.80 -68.40 153.261405 point5_VMDR.nc
75.60 -66.00 239.018099 point6_VMDR.nc
77.80 -65.40 250.931322 point7_VMDR.nc
77.20 -67.40 211.226529 point8_VMDR.nc
