longitude latitude VMDR file
114.00 22.00 103.293894 point0_VMDR.nc
113.80 22.00 107.721681 point1_VMDR.nc
113.80 22.20 114.131062 point2_VMDR.nc
113.80 22.40 122.722655 point3_VMDR.nc
113.80 22.60 129.745221 point4_VMDR.nc
113.60 22.80 136.328230 point5_VMDR.nc
113.60 22.80 136.328230 point6_VMDR.nc
113.60 23.00 nan point7_VMDR.nc
113.60 23.00 nan point8_VMDR.nc
